,Keyword,Top Ranked URL,Rank,Rank Change,Search Volume,Ranking Difficulty,Broad Cost Per Click,Phrase Cost Per Click,Exact Cost Per Click,SEO Clicks,SEO Clicks Change,Total Monthly Clicks,Mobile Search Percent,Desktop Search Percent,Searches Not Clicked Percent,Paid Clicks Percent,Organic Clicks Percent,Broad Monthly Cost,Phrase Monthly Cost,Exact Monthly Cost,Ads,Number of Ranking Homepages
125799,foreclosed homes for rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,9,5.0,44.0,45,1.11,1.15,1.19,1,0.0,32.0,0.629337278106509,0.370662721893491,0.3,0.439560434730105,0.560439554280884,726.3,653.1,701.1,14,4
112596,foreclosed homes for rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,9,5.0,44.0,45,1.11,1.15,1.19,1,0.0,32.0,0.629337278106509,0.370662721893491,0.3,0.439560434730105,0.560439554280884,726.3,653.1,701.1,14,4
125056,rental investment,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,25,5.0,135.0,67,3.73,5.21,5.87,1,0.0,90.0,0.40195266272189295,0.598047337278106,0.307692307692308,,,725.1,273.6,43.5,14,18
4037,rental estimate,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,12,7.0,930.0,95,2.59,,2.59,14,5.0,840.0,0.23339285714285699,0.7666071428571429,0.0952380952380952,0.039473683950831,0.960526309470222,722.97,,722.97,4,3
104849,houses for rent to own by owner,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,15,1.0,44.0,28,0.76,0.93,0.92,1,1.0,30.0,0.624308401137144,0.375691598862856,0.32673267326732697,,,694.5,156.6,149.4,13,12
161942,rent to own homes in florida,https://www.homelight.com/blog/buyer-how-do-rent-to-own-homes-work/,34,-10.0,220.0,26,0.79,0.91,0.89,1,-1.0,185.0,0.546303155006859,0.453696844993141,0.160493827160494,0.323529409385813,0.676470583261246,691.8,88.8,81.3,9,8
158708,rent to own homes in florida,https://www.homelight.com/blog/buyer-how-do-rent-to-own-homes-work/,34,-10.0,220.0,26,0.79,0.91,0.89,1,-1.0,185.0,0.546303155006859,0.453696844993141,0.160493827160494,0.323529409385813,0.676470583261246,691.8,88.8,81.3,9,8
117,how to rent your house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,1,2.0,660.0,36,2.72,3.5,3.51,110,74.0,440.0,0.5651388888888891,0.43486111111111103,0.33333333333333304,0.107142856186224,0.8928571348852041,688.2,288.0,209.7,10,0
424765,rent to buy homes in michigan,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,24,11.0,40.0,40,0.57,,,0,0.0,28.0,,,,,,684.0,,,9,11
67650,rent own home,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,6,6.0,40.0,97,1.21,1.4,1.36,1,0.0,28.0,,,,,,670.5,467.7,280.8,3,12
53327,houses for rent in my area,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,21,-4.0,220.0,37,0.7,0.63,0.67,2,0.0,185.0,0.8527068685776099,0.14729313142239,0.174418604651163,0.253521123189843,0.7464788627256501,667.5,163.8,198.0,1,18
49948,houses for rent in my area,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,21,-4.0,220.0,37,0.7,0.63,0.67,2,0.0,185.0,0.8527068685776099,0.14729313142239,0.174418604651163,0.253521123189843,0.7464788627256501,667.5,163.8,198.0,1,18
28790,rent to own agreement,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,21,-3.0,400.0,45,1.62,1.57,1.5,3,-1.0,300.0,0.336805133610267,0.6631948663897329,0.244094488188976,0.239583332085503,0.7604166627061629,657.3,342.0,127.5,13,2
4935,rent to own places near me,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,18,-6.0,1300.0,43,3.97,,3.97,12,-8.0,1300.0,0.902,0.098,0.4166666666666671,0.0857142832653062,0.914285688163266,645.75,,645.75,8,18
2469,rent to own listings,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,2,3.0,220.0,48,0.98,1.14,1.15,18,10.0,140.0,0.76395041322314,0.23604958677685897,0.36363636363636404,,,642.9,147.9,88.8,6,8
247189,rental homes for bad credit,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,101,-6.0,180.0,87,0.95,1.18,1.13,0,0.0,135.0,,,,,,634.8,20.4,17.7,17,6
17360,current home value,https://www.homelight.com/home-value-estimator,8,1.0,220.0,52,2.41,2.74,2.5,5,1.0,210.0,0.22094227335846103,0.779057726641539,0.0563380281690141,0.19402984785030103,0.805970137224326,629.1,142.2,112.8,14,2
65943,privately owned homes for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,31,0.0,135.0,98,0.39,0.38,0.38,1,0.0,85.0,0.730336011687363,0.269663988312637,0.351351351351351,0.416666649305556,0.5833333090277789,607.5,179.7,148.2,12,16
4268,rent out my house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,-1.0,230.0,96,5.07,6.07,6.25,12,-8.0,100.0,,,,,,588.9,413.7,92.4,15,10
379761,buy a house to rent,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,34,-15.0,55.0,76,1.08,5.11,3.06,0,-1.0,55.0,,,,,,579.9,1.36,0.0,2,29
54952,rent to own real estate,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,10,0.0,90.0,65,1.11,1.12,1.16,2,0.0,60.0,0.5942988690872171,0.4057011309127829,0.34319526627218894,0.207207205340476,0.792792785650516,577.5,87.0,105.3,0,13
40824,rent to own real estate,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,10,0.0,90.0,65,1.11,1.12,1.16,2,0.0,60.0,0.5942988690872171,0.4057011309127829,0.34319526627218894,0.207207205340476,0.792792785650516,577.5,87.0,105.3,0,13
2549,investing in real estate rentals,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,10,1.0,1000.0,52,4.92,6.37,6.06,18,2.0,720.0,0.365562454346238,0.6344375456537621,0.283783783783784,0.16981131755073,0.830188663581346,577.5,17.7,16.2,13,9
125144,list my house for rent,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,15,6.0,70.0,58,17.45,,17.45,1,0.0,55.0,,,,,,572.6,,572.6,17,13
177412,house rental contracts,https://www.homelight.com/blog/buyer-what-are-typical-rent-to-own-terms/,100,-27.0,70.0,96,1.79,1.8,1.83,0,0.0,75.0,,,,,,571.5,308.1,158.4,21,0
148002,home for rental,https://www.homelight.com/blog/should-i-sell-my-house-or-rent-it-out/,52,-5.0,230.0,84,0.8,0.81,0.71,1,0.0,200.0,,,,,,552.9,307.2,13.2,11,37
13115,get rent to own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,2,0.0,70.0,3,2.05,,2.05,6,0.0,0.0,,,,,,549.14,,549.14,0,10
149571,rent from owner,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,62,19.0,360.0,62,0.7,0.44,0.83,1,0.0,280.0,0.47234565584537397,0.5276543441546261,0.219178082191781,0.245614030778701,0.7543859516774399,547.97,1.2,11.69,9,11
117967,renting homes,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,52,40.0,360.0,82,0.94,0.81,0.79,1,0.0,250.0,0.24609745851711803,0.753902541482882,0.289855072463768,0.244897954185756,0.755102025406081,547.8,102.3,36.6,5,18
1898,renting your home,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,1,0.0,135.0,46,2.44,3.13,2.78,22,0.0,65.0,0.704495246717972,0.295504753282028,0.5,0.19148935762788602,0.8085106210955191,544.5,87.9,42.0,3,10
5670,rent to own homes by private owners,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,4,0.0,290.0,27,1.74,,1.74,12,0.0,165.0,,,,,,537.83,,537.83,3,6
628,rent to own websites,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,2,0.0,480.0,72,3.43,,3.43,40,0.0,480.0,0.7278795236443522,0.272120476355648,0.43010752688172,0.264150938412246,0.7358490427198291,536.65,,536.65,16,34
55582,rent to own homes dallas,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,26,6.0,220.0,26,2.32,,2.32,2,1.0,125.0,,,,,,530.96,,530.96,7,8
3742,i want to rent my house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,1,1.0,90.0,42,16.08,,16.08,16,8.0,44.0,,,,,,523.77,,523.77,6,2
241032,rent shipping container,https://www.homelight.com/blog/best-way-to-move/,83,-2.0,90.0,73,4.19,5.53,6.29,0,0.0,80.0,,,,,,522.3,77.4,46.8,3,22
7314,rent 2 own homes,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,16,1.0,840.0,28,1.47,1.5,1.58,9,0.0,600.0,0.7307094866971241,0.269290513302876,0.278688524590164,0.38636362758264503,0.6136363496900831,517.2,421.8,313.8,13,13
37667,rent to own houses in florida,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,27,-1.0,260.0,26,0.68,0.73,0.72,2,0.0,220.0,,,,,,516.0,28.8,21.0,4,7
46239,rent to own houses in florida,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,27,-1.0,260.0,26,0.68,0.73,0.72,2,0.0,220.0,,,,,,516.0,28.8,21.0,4,7
146977,houses for rent i,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,8,-1.0,44.0,4,1.14,0.79,0.64,1,0.0,20.0,,,,,,509.1,2.4,0.9,6,1
7453,find rental homes,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,19,1.0,1000.0,83,0.8,0.16,0.37,9,0.0,840.0,0.358926446727961,0.641073553272039,0.145348837209302,0.14285714188532597,0.8571428513119541,505.2,16.8,2.7,3,43
50947,rent to own options,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,11,0.0,135.0,54,1.42,1.17,1.12,2,0.0,85.0,,,,,,499.8,12.9,10.2,14,15
385286,rent to own in florida,https://www.homelight.com/blog/buyer-how-do-rent-to-own-homes-work/,22,5.0,44.0,18,0.66,0.75,0.76,0,0.0,38.0,0.36200000000000004,0.638,0.166666666666667,0.3199999872,0.6799999728000009,495.3,43.5,33.0,8,9
149910,rent to own homes in pa,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,42,9.0,135.0,25,1.21,1.28,1.26,1,1.0,105.0,0.751888888888889,0.248111111111111,0.2,0.33333333055555603,0.666666661111111,486.6,398.7,390.6,7,5
454355,rent your apartment,https://www.homelight.com/blog/should-i-sell-my-apartment-or-rent-it-out/,72,13.0,44.0,67,2.32,2.6,2.18,0,0.0,20.0,,,,,,472.2,85.8,21.9,9,8
21668,rent out my home,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,2,-1.0,44.0,95,3.56,4.94,6.49,4,-3.0,26.0,,,,,,471.6,85.2,7.5,15,1
431025,staging rental,https://www.homelight.com/blog/furniture-rental-for-staging/,76,-50.0,135.0,76,2.81,2.56,2.46,0,-1.0,60.0,0.540845481049563,0.459154518950437,0.551020408163265,,,466.2,131.7,18.3,1,16
474228,staging rental,https://www.homelight.com/blog/furniture-rental-for-staging/,76,-50.0,135.0,76,2.81,2.56,2.46,0,-1.0,60.0,0.540845481049563,0.459154518950437,0.551020408163265,,,466.2,131.7,18.3,1,16
379334,real estate to rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,86,-51.0,12.0,98,0.81,0.74,0.76,0,0.0,,,,,,,459.6,76.8,63.0,10,12
126447,house to rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,12,1.0,90.0,24,1.0,1.17,0.18,1,0.0,65.0,0.535443213296399,0.464556786703601,0.289473684210526,0.407407392318245,0.5925925706447199,459.3,78.0,0.0,22,7
46675,rent to own a house,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,16,-6.0,135.0,52,1.03,1.29,1.32,2,0.0,90.0,,,,,,458.1,677.7,596.7,17,8
61002,rent to own a house,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,16,-6.0,135.0,52,1.03,1.29,1.32,2,0.0,90.0,,,,,,458.1,677.7,596.7,17,8
361387,rent to own nc,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,69,8.0,44.0,36,0.73,0.82,0.89,0,0.0,40.0,,,,,,455.4,5.7,1.8,3,9
91067,tax on sale of rental property,https://www.homelight.com/blog/selling-a-rental-property/,32,-7.0,180.0,43,3.39,,3.39,1,0.0,180.0,0.409681440443213,0.590318559556787,0.35526315789473706,0.020408162848813,0.979591816743024,452.85,,452.85,0,0
116799,tax on sale of rental property,https://www.homelight.com/blog/selling-a-rental-property/,32,-7.0,180.0,43,3.39,,3.39,1,0.0,180.0,0.409681440443213,0.590318559556787,0.35526315789473706,0.020408162848813,0.979591816743024,452.85,,452.85,0,0
1036,renting out your house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,2,-1.0,400.0,35,3.79,4.0,3.96,32,-33.0,195.0,0.7090360110803321,0.290963988919668,0.515789473684211,0.0652173898865785,0.934782588374292,452.1,238.2,93.6,5,0
24685,house for rent to own near me,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,22,-5.0,510.0,66,0.84,0.89,0.86,4,-1.0,380.0,0.8013019390581719,0.19869806094182801,0.263157894736842,0.17857142219387803,0.821428542091838,442.5,37.8,37.5,12,13
170984,rent2own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,14,0.0,90.0,51,1.37,1.64,1.64,1,0.0,75.0,0.57692,0.42308,0.16,0.40476189512471705,0.59523808106576,422.7,147.6,151.2,21,19
116602,rent2own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,14,0.0,90.0,51,1.37,1.64,1.64,1,0.0,75.0,0.57692,0.42308,0.16,0.40476189512471705,0.59523808106576,422.7,147.6,151.2,21,19
10459,find a place to rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,23,-1.0,930.0,83,1.41,,1.41,7,-1.0,750.0,0.354094453107596,0.645905546892404,0.19402985074626897,0.18518518175583,0.8148147997256521,418.57,,418.57,6,29
148657,rent to own house listings,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,7,2.0,28.0,46,1.09,1.22,1.16,1,0.0,12.0,,,,,,416.1,11.1,7.5,17,8
339718,rent to own charlotte,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,100,,55.0,94,1.13,1.06,1.29,0,,36.0,,,,,,414.0,54.6,6.0,3,15
30017,find rental properties,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,19,-4.0,270.0,84,1.1,1.2,3.21,3,0.0,180.0,,,,,,410.7,0.65,1.04,2,39
350793,rental property investor,https://www.homelight.com/blog/investing-in-rental-real-estate/,86,-66.0,40.0,44,5.49,,5.49,0,0.0,0.0,,,,,,401.94,,401.94,11,6
99562,for rent to own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,7,6.0,44.0,91,0.98,1.35,1.34,1,0.0,44.0,,,,,,396.0,18.6,4.2,20,7
137034,we buy rental properties,https://www.homelight.com/blog/we-buy-houses-texas/,5,20.0,24.0,43,11.92,,2.16,1,1.0,,,,,,,392.1,,0.9,36,23
16667,rent out property,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,0.0,90.0,47,3.61,4.67,6.55,5,0.0,90.0,,,,,,388.5,203.1,15.0,9,0
93410,homes for rent to buy,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,6,5.0,36.0,52,0.42,0.56,1.54,1,0.0,38.0,,,,,,384.6,3.3,12.02,10,16
145872,homes for rent to buy,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,6,5.0,36.0,52,0.42,0.56,1.54,1,0.0,38.0,,,,,,384.6,3.3,12.02,10,16
1235,how to rent out your house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,0.0,480.0,42,3.7,4.17,4.32,28,0.0,360.0,0.43868,0.5613199999999999,0.25,,,380.1,79.5,91.8,8,0
140079,rent to own homes by owner,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,6,5.0,44.0,36,0.97,1.21,1.21,1,0.0,38.0,0.6720625,0.3279375,0.15,0.352941166089966,0.64705880449827,376.5,21.3,42.6,14,11
472403,rent to own homes in maryland,https://www.homelight.com/blog/buyer-are-rent-to-own-homes-real/,57,-2.0,135.0,22,1.29,1.29,1.28,0,0.0,75.0,0.396379494482022,0.603620505517978,0.132075471698113,0.43478259924385704,0.5652173790170141,374.7,318.6,332.4,11,11
84594,current real estate market trends,https://www.homelight.com/blog/add-value/news/,39,-1.0,200.0,41,2.69,,2.69,1,0.0,135.0,,,,,,366.06,,,4,0
11258,rent with option to buy,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,10,3.0,400.0,48,0.87,0.89,0.94,7,2.0,250.0,0.544821978956318,0.45517802104368205,0.365979381443299,0.252032518276158,0.74796747359376,361.2,270.3,136.8,14,5
86005,rent to own contract template,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,51,-3.0,270.0,37,3.2,,3.2,1,0.0,270.0,0.530095804906372,0.469904195093628,0.325301204819277,0.37499999330357203,0.6249999888392861,359.13,,359.13,12,1
60326,renting to own,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,11,3.0,135.0,96,1.7,1.56,1.67,2,0.0,65.0,0.760765432098766,0.239234567901235,0.5111111111111111,,,353.4,210.6,4.5,6,5
145594,rent 2 own home,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,13,-2.0,50.0,42,1.66,,1.66,1,0.0,,,,,,,341.35,,341.35,8,9
234802,rental home listings,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,36,3.0,90.0,64,1.17,0.6,0.6,0,0.0,75.0,,,,,,339.6,2.4,1.2,8,27
1910,how to rent your home,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,1,0.0,135.0,45,7.87,,7.87,22,0.0,90.0,0.46462890625,0.53537109375,0.34375,,,332.24,,332.24,11,1
33611,house rental companies near me,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,74,-36.0,1300.0,78,2.34,,2.34,3,-3.0,1300.0,0.7682363315696651,0.231763668430335,0.19047619047619,0.0784313710111496,0.921568609381008,331.83,,331.83,5,46
362287,current house prices,https://www.homelight.com/blog/house-price-history/,63,-8.0,55.0,64,1.1,2.68,3.75,0,0.0,12.0,,,,,,328.8,0.46,0.8,14,3
53425,how to put your house for rent,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,4,-1.0,44.0,40,7.77,,7.77,2,0.0,18.0,,,,,,328.46,,328.46,8,0
490407,rent to own homes fort worth,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,35,2.0,44.0,22,2.49,,2.49,0,0.0,40.0,,,,,,328.12,,328.12,4,6
5186,rent to own homes near me by owner,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,10,0.0,630.0,48,1.53,,1.53,12,0.0,630.0,0.7760573787081,0.22394262129189998,0.31876138433515505,0.254010694507993,0.74598930281821,327.56,,327.56,9,11
2346,rent to buy near me,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,4,37.0,440.0,97,1.14,,1.14,20,18.0,220.0,,,,,,327.14,,327.14,0,25
143132,rent to own homes phoenix az,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,34,14.0,220.0,57,0.97,1.13,1.11,1,0.0,150.0,,,,,,320.4,109.5,111.6,7,4
51510,mobile homes for rent to own,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,31,-7.0,280.0,54,0.67,0.69,0.65,2,0.0,220.0,,,,,,311.4,53.7,41.4,9,23
471235,rental real estate investing,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,29,-12.0,55.0,53,4.2,8.75,8.77,0,-1.0,,,,,,,310.2,35.7,33.0,12,9
3220,rent out your house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,0.0,270.0,47,4.1,4.16,4.37,16,0.0,140.0,0.723303850156088,0.276696149843913,0.46774193548387105,0.27272726446281004,0.72727270523416,304.2,282.3,251.7,8,3
454961,rent to own homes in michigan,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,23,3.0,44.0,19,1.4,1.45,1.38,0,0.0,38.0,0.7475317377731528,0.252468262226847,0.154838709677419,0.244274807295612,0.7557251850708,301.8,260.1,272.1,11,8
344555,rent to own homes in michigan,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,23,3.0,44.0,19,1.4,1.45,1.38,0,0.0,38.0,0.7475317377731528,0.252468262226847,0.154838709677419,0.244274807295612,0.7557251850708,301.8,260.1,272.1,11,8
589,legitimate rent to own programs,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,2,3.0,510.0,25,2.55,,2.55,44,26.0,270.0,0.41777209642074503,0.582227903579255,0.45945945945946,,,298.47,,298.47,22,8
311727,rent to own homes near me bad credit,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,35,-18.0,90.0,21,1.87,,1.87,0,-1.0,90.0,0.8557142857142859,0.144285714285714,0.349206349206349,0.36585364961332595,0.6341463259964311,298.05,,298.05,14,14
332452,rent to own homes near me bad credit,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,35,-18.0,90.0,21,1.87,,1.87,0,-1.0,90.0,0.8557142857142859,0.144285714285714,0.349206349206349,0.36585364961332595,0.6341463259964311,298.05,,298.05,14,14
15193,rent out home,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,0.0,90.0,62,1.49,1.79,1.81,5,0.0,44.0,,,,,,289.2,39.6,14.4,8,12
12652,sale of rental property,https://www.homelight.com/blog/selling-a-rental-property/,5,6.0,180.0,92,7.63,7.94,5.9,6,3.0,120.0,0.2366259765625,0.7633740234375,0.3125,0.0833333327020202,0.916666659722222,283.87,25.35,25.21,3,0
452337,rent housing,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,90,-75.0,90.0,81,0.6,0.61,0.6,0,-8.0,65.0,0.407716262975779,0.5922837370242211,0.27450980392156893,0.24324323666910197,0.756756736303872,282.3,136.5,64.5,3,11
398674,rent to buy homes in pa,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,68,-9.0,14.0,47,0.35,,,0,0.0,,,,,,,277.5,,,8,10
295323,rent to buy homes in pa,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,68,-9.0,14.0,47,0.35,,,0,0.0,,,,,,,277.5,,,8,10
317485,rent to own homes in orlando fl,https://www.homelight.com/blog/buyer-how-do-rent-to-own-homes-work/,42,17.0,44.0,28,1.23,1.19,1.22,0,0.0,40.0,0.69911371096709,0.30088628903291,0.119266055045872,0.333333329861111,0.666666659722222,274.8,205.8,208.8,14,12
